39, State-gov, Bachelors, Never-married, White, Male, United-States
32, Private, Bachelors, Married-civ-spouse, White, Male, United-States
30, Self-emp-not-inc, 12th, Married-civ-spouse, White, Male, United-States
41, Private, Assoc-voc, Divorced, White, Female, United-States
49, Local-gov, Masters, Married-civ-spouse, White, Male, United-States
45, Private, HS-grad, Married-civ-spouse, White, Male, United-States
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
61, Private, HS-grad, Married-civ-spouse, White, Male, United-States
54, Private, HS-grad, Married-civ-spouse, White, Male, Mexico
34, Private, Assoc-acdm, Separated, White, Female, United-States
49, Private, Some-college, Married-civ-spouse, White, Male, United-States
38, Private, Some-college, Never-married, White, Male, United-States
35, Private, Prof-school, Married-civ-spouse, White, Male, United-States
36, Private, 12th, Married-civ-spouse, White, Male, United-States
30, Private, Bachelors, Married-civ-spouse, White, Male, United-States
36, Private, Assoc-acdm, Divorced, White, Female, United-States
22, Local-gov, Bachelors, Never-married, White, Female, United-States
38, Private, HS-grad, Married-civ-spouse, White, Male, United-States
37, Private, HS-grad, Married-civ-spouse, White, Male, United-States
48, State-gov, Doctorate, Married-civ-spouse, White, Female, United-States
17, Private, 11th, Never-married, White, Male, United-States
19, Self-emp-not-inc, Some-college, Never-married, White, Male, United-States
27, Private, Bachelors, Never-married, Black, Female, United-States
22, Private, Bachelors, Never-married, Asian-Pac-Islander, Male, Taiwan
49, Private, HS-grad, Married-civ-spouse, White, Male, United-States
43, State-gov, Assoc-voc, Married-civ-spouse, White, Female, United-States
43, Private, Bachelors, Separated, White, Female, United-States
19, Local-gov, HS-grad, Divorced, White, Female, United-States
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
41, Local-gov, Some-college, Married-civ-spouse, White, Male, United-States
31, Private, Some-college, Married-civ-spouse, White, Male, United-States
