39, State-gov, Bachelors, Never-married, White, Male, United-States
21, Private, Some-college, Never-married, White, Male, United-States
36, Private, Some-college, Never-married, Asian-Pac-Islander, Female, United-States
56, Private, 10th, Widowed, Black, Female, United-States
49, Private, 5th-6th, Married-civ-spouse, White, Male, United-States
47, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, United-States
44, Private, Some-college, Separated, White, Female, United-States
40, Private, 1st-4th, Never-married, White, Male, El-Salvador
43, State-gov, Bachelors, Married-civ-spouse, White, Male, United-States
62, Private, 12th, Married-civ-spouse, White, Male, Germany
52, Private, Prof-school, Married-civ-spouse, White, Female, United-States
25, Private, HS-grad, Never-married, Black, Female, United-States
63, Self-emp-inc, Masters, Divorced, White, Male, United-States
51, Private, Doctorate, Married-civ-spouse, Asian-Pac-Islander, Male, South
25, Private, HS-grad, Never-married, Asian-Pac-Islander, Female, United-States
27, Private, HS-grad, Never-married, White, Female, United-States
48, Federal-gov, Some-college, Never-married, White, Male, United-States
32, Private, HS-grad, Married-civ-spouse, White, Male, United-States
36, Private, Some-college, Married-civ-spouse, White, Male, United-States
30, Self-emp-not-inc, HS-grad, Divorced, White, Male, United-States
45, State-gov, Masters, Divorced, White, Female, United-States
27, Private, HS-grad, Married-civ-spouse, White, Male, United-States
41, Private, Bachelors, Divorced, White, Male, United-States
61, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
70, Self-emp-inc, Bachelors, Divorced, White, Female, United-States
55, Private, 11th, Never-married, Black, Female, United-States
35, Private, Bachelors, Never-married, White, Female, United-States
36, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
29, Private, Some-college, Never-married, White, Male, United-States
30, Private, Bachelors, Married-civ-spouse, White, Female, United-States
39, Federal-gov, Bachelors, Divorced, White, Female, United-States
18, Private, HS-grad, Never-married, White, Male, United-States
28, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
27, Private, Bachelors, Married-civ-spouse, White, Male, United-States
38, Private, HS-grad, Never-married, White, Male, United-States
33, Private, HS-grad, Married-civ-spouse, White, Male, United-States
25, Private, HS-grad, Married-civ-spouse, White, Male, United-States
38, Private, 11th, Never-married, Black, Female, United-States
23, Private, Some-college, Never-married, White, Male, United-States
40, Private, Assoc-voc, Divorced, White, Male, United-States
20, Private, Some-college, Never-married, White, Female, United-States
41, Private, HS-grad, Married-civ-spouse, White, Male, United-States
44, Private, Some-college, Separated, White, Female, United-States
49, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
22, Private, Assoc-acdm, Never-married, Black, Female, United-States
26, Private, Some-college, Never-married, White, Female, United-States
47, Private, Assoc-acdm, Married-civ-spouse, White, Male, United-States
48, Private, HS-grad, Widowed, White, Female, United-States
28, Self-emp-inc, HS-grad, Never-married, White, Male, United-States
37, Federal-gov, Some-college, Separated, White, Male, United-States
44, Private, Bachelors, Married-civ-spouse, White, Male, United-States
53, Private, Bachelors, Married-civ-spouse, White, Male, United-States
36, Private, Masters, Never-married, White, Male, United-States
77, Private, 7th-8th, Married-civ-spouse, Other, Male, United-States
21, Private, HS-grad, Never-married, White, Male, United-States
24, Private, Bachelors, Never-married, Asian-Pac-Islander, Female, United-States
30, Private, Assoc-acdm, Never-married, White, Female, United-States
51, Local-gov, Assoc-voc, Divorced, White, Female, United-States
22, Private, Some-college, Divorced, Asian-Pac-Islander, Female, Philippines
23, Private, Some-college, Never-married, Asian-Pac-Islander, Male, United-States
47, Private, Doctorate, Married-civ-spouse, White, Male, United-States
17, Private, 12th, Never-married, White, Male, United-States
48, Private, Bachelors, Never-married, White, Male, Mexico
43, Private, Some-college, Married-civ-spouse, White, Male, United-States
34, Private, 12th, Married-civ-spouse, White, Male, Guatemala
19, Private, HS-grad, Never-married, White, Female, United-States
42, State-gov, Some-college, Never-married, White, Female, United-States
23, Private, Bachelors, Never-married, Asian-Pac-Islander, Male, United-States
61, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male, United-States
63, Private, 11th, Married-civ-spouse, White, Male, United-States
65, Private, HS-grad, Widowed, White, Female, United-States
37, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
41, Local-gov, Assoc-acdm, Married-civ-spouse, White, Male, United-States
21, Private, HS-grad, Divorced, White, Female, United-States
48, Local-gov, Bachelors, Never-married, White, Female, United-States
51, State-gov, Some-college, Married-civ-spouse, White, Male, United-States
43, Private, Bachelors, Married-civ-spouse, White, Male, United-States
56, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, United-States
47, Private, HS-grad, Divorced, White, Female, United-States
26, Private, Bachelors, Never-married, White, Male, United-States
39, Private, Some-college, Married-civ-spouse, White, Female, United-States
45, Self-emp-not-inc, Some-college, Never-married, White, Male, United-States
49, Private, HS-grad, Divorced, White, Male, Columbia
23, Private, HS-grad, Never-married, White, Male, United-States
69, Private, HS-grad, Married-civ-spouse, White, Male, United-States
41, Federal-gov, Masters, Married-civ-spouse, White, Male, United-States
40, Self-emp-not-inc, HS-grad, Separated, White, Male, United-States
25, Private, HS-grad, Never-married, White, Male, United-States
52, Private, HS-grad, Never-married, White, Male, United-States
28, Private, Some-college, Never-married, Black, Female, United-States
50, Federal-gov, Assoc-acdm, Married-civ-spouse, White, Male, United-States
21, Private, Assoc-voc, Never-married, White, Female, United-States
48, Private, Some-college, Married-civ-spouse, White, Male, United-States
27, Private, Prof-school, Married-civ-spouse, White, Male, United-States
63, Private, HS-grad, Married-civ-spouse, White, Male, United-States
47, State-gov, Doctorate, Married-civ-spouse, White, Male, United-States
37, Self-emp-not-inc, Doctorate, Never-married, White, Male, United-States
58, Private, HS-grad, Divorced, White, Female, United-States
41, Private, Some-college, Married-civ-spouse, White, Male, United-States
67, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, United-States
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Female, United-States
28, Private, Some-college, Married-civ-spouse, White, Male, United-States
26, Private, 12th, Never-married, White, Male, United-States
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male, United-States
29, Private, HS-grad, Married-civ-spouse, White, Male, United-States
39, Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male, Philippines
25, Private, Masters, Never-married, White, Female, United-States
20, Private, Some-college, Never-married, White, Female, United-States
21, Private, Some-college, Never-married, White, Male, United-States
25, Private, Bachelors, Never-married, White, Male, United-States
44, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male, United-States
37, Private, HS-grad, Never-married, White, Male, United-States
50, Private, Masters, Married-civ-spouse, Asian-Pac-Islander, Male, Philippines
29, Private, HS-grad, Separated, White, Female, United-States
18, Private, Some-college, Never-married, Black, Female, United-States
32, Private, Bachelors, Never-married, White, Female, United-States
58, Private, Assoc-voc, Divorced, White, Female, United-States
50, Private, HS-grad, Married-civ-spouse, White, Male, United-States
29, Private, Some-college, Never-married, White, Female, United-States
58, Private, HS-grad, Married-civ-spouse, White, Male, United-States
29, State-gov, Some-college, Never-married, White, Female, United-States
36, Private, HS-grad, Married-civ-spouse, White, Male, United-States
21, Private, HS-grad, Never-married, White, Male, United-States
49, Private, HS-grad, Divorced, White, Female, United-States
60, Private, Masters, Divorced, White, Female, United-States
39, Private, Some-college, Married-civ-spouse, White, Male, United-States
50, Private, Assoc-acdm, Married-civ-spouse, White, Male, United-States
30, Private, Some-college, Never-married, White, Female, United-States
64, Local-gov, HS-grad, Divorced, White, Male, United-States
29, Self-emp-inc, Assoc-acdm, Never-married, Black, Female, United-States
40, Private, Bachelors, Married-civ-spouse, White, Male, United-States
42, Private, HS-grad, Married-civ-spouse, White, Male, United-States
55, Private, HS-grad, Widowed, White, Female, United-States
43, Private, HS-grad, Divorced, White, Male, United-States
28, Private, 12th, Never-married, Black, Male, United-States
46, State-gov, Assoc-acdm, Married-civ-spouse, White, Male, United-States
34, Private, HS-grad, Never-married, White, Male, United-States
47, Private, Masters, Married-civ-spouse, White, Female, United-States
43, Self-emp-not-inc, Masters, Never-married, White, Female, United-States
24, Private, Some-college, Never-married, Black, Female, United-States
21, Private, 11th, Married-civ-spouse, White, Male, Mexico
65, Private, Bachelors, Married-civ-spouse, White, Male, England
20, Private, Some-college, Never-married, White, Male, United-States
31, State-gov, Masters, Divorced, White, Female, United-States
38, State-gov, HS-grad, Married-civ-spouse, White, Male, United-States
22, Private, Some-college, Never-married, White, Male, United-States
20, Private, Some-college, Never-married, Other, Female, United-States
44, Private, Some-college, Married-civ-spouse, White, Male, United-States
44, Local-gov, Masters, Married-civ-spouse, White, Female, United-States
41, Private, Doctorate, Married-civ-spouse, White, Male, United-States
38, Private, HS-grad, Divorced, White, Male, United-States
21, Private, Some-college, Never-married, White, Female, Germany
24, Private, Some-college, Married-spouse-absent, Other, Female, Ecuador
24, Private, Masters, Never-married, White, Female, United-States
28, Private, HS-grad, Married-civ-spouse, White, Female, United-States
39, Private, Bachelors, Never-married, White, Female, United-States
48, Private, Some-college, Divorced, White, Male, United-States
24, Local-gov, HS-grad, Never-married, White, Male, United-States
50, Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Male, South
50, Local-gov, Some-college, Married-civ-spouse, White, Male, United-States
68, Private, Some-college, Married-civ-spouse, White, Male, United-States
31, State-gov, Masters, Married-civ-spouse, White, Male, United-States
22, Private, 1st-4th, Never-married, White, Male, Guatemala
25, Private, HS-grad, Married-spouse-absent, White, Male, Poland
28, Private, Some-college, Never-married, White, Female, United-States
17, Local-gov, 11th, Never-married, White, Female, United-States
24, State-gov, Doctorate, Never-married, White, Female, England
20, Private, 10th, Separated, White, Female, United-States
45, Federal-gov, Assoc-acdm, Married-civ-spouse, White, Male, United-States
44, Private, Some-college, Married-spouse-absent, White, Female, United-States
57, Private, 7th-8th, Married-civ-spouse, White, Male, United-States
33, Private, Bachelors, Married-civ-spouse, White, Male, United-States
22, Private, Some-college, Never-married, Asian-Pac-Islander, Male, India
41, Private, HS-grad, Divorced, White, Female, United-States
51, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
46, Local-gov, Bachelors, Separated, White, Male, United-States
52, Private, HS-grad, Divorced, White, Female, United-States
50, Private, Bachelors, Married-civ-spouse, White, Male, United-States
26, Self-emp-inc, Bachelors, Never-married, White, Female, United-States
17, Private, 10th, Never-married, Black, Female, United-States
64, Private, Some-college, Married-civ-spouse, White, Male, United-States
51, Private, HS-grad, Married-civ-spouse, White, Male, United-States
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
51, Private, Bachelors, Divorced, White, Female, United-States
39, Self-emp-not-inc, Bachelors, Divorced, White, Male, United-States
48, Private, Some-college, Divorced, White, Female, United-States
44, Private, Some-college, Married-civ-spouse, White, Female, United-States
47, Private, 11th, Married-civ-spouse, White, Male, United-States
52, Private, HS-grad, Widowed, White, Female, United-States
58, Private, Some-college, Never-married, White, Female, United-States
19, Private, 11th, Never-married, White, Female, United-States
40, Private, Bachelors, Married-civ-spouse, White, Male, United-States
23, Private, Some-college, Never-married, White, Male, United-States
31, Private, Bachelors, Married-civ-spouse, White, Male, Yugoslavia
40, Local-gov, Assoc-acdm, Married-civ-spouse, White, Male, United-States
48, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, United-States
46, Private, Masters, Divorced, White, Female, United-States
32, Private, HS-grad, Married-civ-spouse, Black, Female, United-States
50, Private, HS-grad, Married-civ-spouse, White, Male, United-States
18, Private, HS-grad, Never-married, White, Male, United-States
26, Private, Masters, Never-married, White, Female, United-States
36, Private, Bachelors, Never-married, White, Female, United-States
26, Private, Assoc-voc, Divorced, White, Female, United-States
19, Private, Some-college, Never-married, White, Female, United-States
53, Private, Assoc-acdm, Married-civ-spouse, White, Male, United-States
54, Private, Some-college, Never-married, Black, Male, United-States
29, Private, Some-college, Married-civ-spouse, White, Female, United-States
37, Private, Masters, Never-married, White, Female, United-States
40, Private, Assoc-voc, Divorced, White, Male, United-States
36, Private, Some-college, Widowed, Black, Female, United-States
18, Private, 12th, Never-married, White, Female, United-States
44, State-gov, 11th, Separated, Black, Male, United-States
36, Private, HS-grad, Separated, Black, Female, United-States
69, State-gov, Doctorate, Married-civ-spouse, White, Male, United-States
17, Private, 12th, Never-married, White, Male, United-States
38, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
27, Private, HS-grad, Never-married, Black, Male, United-States
52, Private, Assoc-acdm, Married-civ-spouse, White, Male, United-States
24, Private, Assoc-acdm, Never-married, White, Male, United-States
57, Private, Bachelors, Married-civ-spouse, White, Female, United-States
19, Private, 10th, Never-married, White, Female, United-States
38, Private, HS-grad, Divorced, Amer-Indian-Eskimo, Male, United-States
46, Private, 7th-8th, Married-spouse-absent, White, Female, Guatemala
21, Private, HS-grad, Married-civ-spouse, White, Male, Mexico
29, Private, Some-college, Never-married, White, Female, Japan
26, Private, HS-grad, Married-civ-spouse, White, Male, United-States
28, Private, HS-grad, Separated, White, Male, United-States
26, Private, Some-college, Married-civ-spouse, White, Female, United-States
49, Private, Bachelors, Married-civ-spouse, White, Male, United-States
28, Private, Bachelors, Married-civ-spouse, White, Male, United-States
57, Federal-gov, Some-college, Divorced, White, Male, United-States
60, Private, 7th-8th, Married-civ-spouse, White, Male, United-States
38, Private, HS-grad, Married-civ-spouse, White, Male, United-States
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
60, Private, Some-college, Divorced, White, Female, United-States
37, Private, Bachelors, Married-civ-spouse, White, Male, United-States
44, Federal-gov, HS-grad, Never-married, Black, Female, United-States
19, Self-emp-not-inc, Some-college, Never-married, White, Female, United-States
59, Private, Masters, Married-civ-spouse, Asian-Pac-Islander, Female, Philippines
50, Private, HS-grad, Married-civ-spouse, White, Male, United-States
35, Federal-gov, Bachelors, Married-civ-spouse, White, Male, United-States
46, Federal-gov, Some-college, Divorced, White, Male, United-States
18, Private, Some-college, Never-married, Black, Male, United-States
32, Private, 5th-6th, Married-civ-spouse, Amer-Indian-Eskimo, Male, Mexico
32, Private, Assoc-voc, Divorced, White, Female, United-States
39, Private, HS-grad, Married-civ-spouse, White, Male, United-States
25, Private, HS-grad, Never-married, White, Female, United-States
30, Private, Masters, Married-civ-spouse, White, Male, United-States
37, Private, Bachelors, Married-civ-spouse, White, Male, United-States
38, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, United-States
36, Private, Assoc-acdm, Divorced, White, Female, United-States
56, Private, Some-college, Married-civ-spouse, White, Male, United-States
35, Federal-gov, Bachelors, Widowed, White, Male, United-States
56, Private, HS-grad, Divorced, White, Male, United-States
17, Private, 10th, Never-married, White, Male, United-States
46, Private, Masters, Married-civ-spouse, White, Male, United-States
56, Private, HS-grad, Divorced, White, Female, United-States
61, State-gov, 12th, Married-civ-spouse, White, Male, United-States
25, Private, Some-college, Married-civ-spouse, White, Male, United-States
27, Private, HS-grad, Never-married, Black, Female, United-States
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male, United-States
33, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
38, Private, Some-college, Never-married, White, Male, United-States
51, Private, 11th, Married-civ-spouse, White, Male, United-States
27, Private, Assoc-acdm, Never-married, White, Male, United-States
49, Local-gov, Masters, Widowed, White, Female, United-States
26, Private, HS-grad, Separated, Black, Female, United-States
42, Private, Masters, Married-civ-spouse, White, Male, United-States
37, Private, Bachelors, Never-married, Black, Male, United-States
38, Private, Some-college, Never-married, White, Female, United-States
48, Private, HS-grad, Married-civ-spouse, White, Male, Mexico
33, Private, HS-grad, Married-civ-spouse, White, Male, United-States
30, Private, HS-grad, Never-married, White, Male, Ireland
25, State-gov, Bachelors, Never-married, White, Female, United-States
50, Private, Bachelors, Married-civ-spouse, White, Male, United-States
54, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, United-States
37, Private, 11th, Divorced, White, Male, United-States
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, United-States
17, Private, 10th, Never-married, Black, Female, United-States
56, Self-emp-not-inc, HS-grad, Widowed, White, Female, United-States
57, Private, HS-grad, Divorced, White, Male, United-States
33, Private, 10th, Never-married, Black, Male, United-States
41, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male, United-States
45, Private, Bachelors, Widowed, Asian-Pac-Islander, Female, Philippines
50, Private, HS-grad, Married-civ-spouse, White, Male, United-States
18, Private, HS-grad, Never-married, White, Male, United-States
19, Private, Some-college, Never-married, White, Female, United-States
26, Private, Some-college, Married-civ-spouse, Asian-Pac-Islander, Female, United-States
41, Private, Some-college, Married-civ-spouse, White, Male, United-States
29, Private, HS-grad, Never-married, White, Male, United-States
27, Private, Some-college, Never-married, Black, Male, United-States
35, Private, HS-grad, Divorced, White, Female, United-States
37, Private, Bachelors, Never-married, White, Male, United-States
22, Private, 11th, Never-married, White, Male, United-States
25, Private, 10th, Never-married, White, Female, United-States
26, Private, HS-grad, Married-civ-spouse, White, Male, United-States
27, Local-gov, HS-grad, Divorced, White, Male, United-States
26, Private, Bachelors, Never-married, White, Male, United-States
51, Private, HS-grad, Married-civ-spouse, White, Male, United-States
45, Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Male, United-States
60, Private, HS-grad, Married-civ-spouse, White, Male, United-States
35, Private, Some-college, Married-civ-spouse, White, Male, United-States
24, Private, HS-grad, Never-married, White, Male, United-States
40, Local-gov, HS-grad, Divorced, White, Female, Puerto-Rico
44, Private, Bachelors, Married-civ-spouse, Black, Male, United-States
65, Private, HS-grad, Divorced, White, Female, United-States
52, Self-emp-inc, Some-college, Married-civ-spouse, White, Female, United-States
38, Private, HS-grad, Separated, White, Female, United-States
18, Private, 11th, Never-married, White, Female, United-States
24, Private, Assoc-voc, Never-married, White, Male, United-States
52, Private, Some-college, Married-civ-spouse, White, Male, United-States
21, Private, HS-grad, Never-married, White, Male, United-States
67, Self-emp-not-inc, Doctorate, Married-civ-spouse, White, Male, United-States
64, Self-emp-not-inc, Some-college, Widowed, White, Female, United-States
25, Private, Some-college, Never-married, Black, Male, United-States
34, Federal-gov, Masters, Married-civ-spouse, White, Male, United-States
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
26, Private, HS-grad, Never-married, White, Male, United-States
19, Private, 10th, Never-married, White, Male, United-States
35, Private, HS-grad, Married-civ-spouse, White, Male, United-States
26, Private, Masters, Never-married, White, Female, United-States
38, Private, HS-grad, Separated, White, Male, United-States
45, Private, Some-college, Married-civ-spouse, White, Male, United-States
18, Private, 11th, Never-married, White, Female, United-States
51, Private, Some-college, Divorced, White, Female, United-States
36, Private, HS-grad, Separated, Black, Female, United-States
37, Local-gov, Assoc-voc, Never-married, White, Male, United-States
37, Private, Bachelors, Married-civ-spouse, White, Male, United-States
39, Federal-gov, HS-grad, Married-civ-spouse, White, Female, United-States
21, Private, Some-college, Never-married, White, Male, United-States
46, State-gov, Doctorate, Married-civ-spouse, White, Male, United-States
33, Private, HS-grad, Separated, White, Female, United-States
23, Private, Bachelors, Never-married, Black, Female, United-States
52, Self-emp-not-inc, HS-grad, Divorced, Black, Male, United-States
28, Private, HS-grad, Never-married, White, Female, United-States
23, State-gov, Some-college, Never-married, White, Male, United-States
48, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, United-States
17, Private, 11th, Never-married, White, Female, United-States
22, Self-emp-not-inc, Some-college, Never-married, White, Female, United-States
40, Private, HS-grad, Married-civ-spouse, White, Male, United-States
90, Private, 10th, Married-civ-spouse, White, Male, United-States
28, Private, HS-grad, Divorced, White, Female, United-States
44, Private, HS-grad, Married-civ-spouse, White, Male, United-States
29, Private, Bachelors, Married-civ-spouse, White, Male, United-States
45, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
43, Private, HS-grad, Married-civ-spouse, Black, Male, Germany
49, Federal-gov, Bachelors, Married-civ-spouse, White, Male, United-States
27, Private, Bachelors, Never-married, White, Male, United-States
60, Self-emp-not-inc, HS-grad, Divorced, White, Female, United-States
33, Private, HS-grad, Married-civ-spouse, Other, Female, Columbia
53, Self-emp-not-inc, 10th, Married-civ-spouse, White, Male, United-States
19, Private, Some-college, Never-married, White, Male, United-States
28, Self-emp-not-inc, HS-grad, Divorced, White, Male, United-States
22, Private, Assoc-acdm, Never-married, White, Male, United-States
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
19, Private, Some-college, Never-married, White, Female, United-States
28, Private, Assoc-voc, Married-civ-spouse, White, Female, United-States
58, Private, Some-college, Married-civ-spouse, Black, Male, United-States
19, Self-emp-not-inc, Some-college, Never-married, White, Female, United-States
22, Private, Some-college, Never-married, White, Male, United-States
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male, United-States
31, Private, Bachelors, Married-civ-spouse, White, Male, United-States
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, White, Male, United-States
62, Private, HS-grad, Widowed, White, Male, United-States
26, Private, Bachelors, Never-married, White, Male, United-States
64, State-gov, HS-grad, Widowed, White, Female, United-States
38, Private, Some-college, Married-civ-spouse, White, Male, United-States
44, Private, Prof-school, Married-civ-spouse, White, Male, United-States
28, Self-emp-not-inc, HS-grad, Divorced, White, Female, United-States
19, Private, HS-grad, Never-married, White, Female, United-States
39, Private, HS-grad, Never-married, White, Female, United-States
50, Private, 10th, Married-civ-spouse, White, Male, United-States
39, Self-emp-inc, Masters, Married-civ-spouse, White, Female, United-States
36, Private, Bachelors, Never-married, White, Male, United-States
39, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
51, Self-emp-inc, Assoc-acdm, Never-married, White, Female, United-States
28, Private, HS-grad, Never-married, White, Female, United-States
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male, United-States
40, Local-gov, Prof-school, Separated, Black, Female, United-States
27, Private, Some-college, Divorced, White, Female, Peru
32, Private, Some-college, Never-married, White, Male, United-States
49, State-gov, HS-grad, Divorced, White, Female, United-States
34, Self-emp-not-inc, 10th, Never-married, White, Female, United-States
24, Private, HS-grad, Never-married, White, Male, United-States
54, Private, 7th-8th, Divorced, White, Male, Guatemala
52, Private, 12th, Married-civ-spouse, White, Male, United-States
43, Private, 11th, Married-civ-spouse, White, Female, United-States
35, Private, Some-college, Married-civ-spouse, White, Male, United-States
56, Private, HS-grad, Divorced, White, Male, United-States
30, Private, HS-grad, Never-married, White, Male, United-States
54, Private, HS-grad, Widowed, White, Female, United-States
35, Private, Bachelors, Never-married, Asian-Pac-Islander, Male, United-States
32, Private, Some-college, Never-married, Black, Female, United-States
44, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
32, Private, HS-grad, Married-AF-spouse, White, Female, United-States
60, Private, 12th, Married-civ-spouse, White, Male, United-States
40, Private, Some-college, Divorced, White, Male, United-States
50, Private, 7th-8th, Married-civ-spouse, Black, Male, United-States
58, Private, 9th, Married-civ-spouse, White, Male, United-States
41, Private, HS-grad, Married-civ-spouse, White, Male, United-States
28, Private, HS-grad, Married-civ-spouse, White, Male, United-States
53, Private, HS-grad, Never-married, White, Male, United-States
45, Private, HS-grad, Divorced, White, Female, United-States
23, Private, HS-grad, Never-married, White, Female, United-States
25, Private, Some-college, Married-civ-spouse, White, Male, United-States
40, Self-emp-not-inc, Some-college, Never-married, White, Male, United-States
28, Private, Bachelors, Never-married, White, Female, United-States
27, Private, 12th, Never-married, White, Male, United-States
19, Local-gov, Some-college, Never-married, White, Male, United-States
24, Private, HS-grad, Never-married, Black, Male, United-States
38, Private, Bachelors, Separated, White, Male, United-States
24, State-gov, Masters, Never-married, Black, Female, United-States
18, Private, 11th, Never-married, Black, Male, United-States
58, Private, HS-grad, Divorced, White, Female, United-States
35, Private, Masters, Never-married, White, Male, United-States
43, Private, 9th, Never-married, White, Female, United-States
45, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
24, Private, HS-grad, Married-civ-spouse, White, Male, Mexico
63, Private, 9th, Married-civ-spouse, Black, Male, United-States
40, Private, 9th, Married-civ-spouse, White, Male, Mexico
21, Private, Bachelors, Never-married, White, Male, United-States
20, State-gov, Some-college, Married-civ-spouse, White, Male, United-States
42, Private, HS-grad, Married-civ-spouse, White, Female, United-States
47, Federal-gov, HS-grad, Married-civ-spouse, White, Male, United-States
48, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, United-States
61, Private, 7th-8th, Married-civ-spouse, White, Male, United-States
35, State-gov, Bachelors, Married-civ-spouse, White, Male, United-States
46, Private, Some-college, Married-civ-spouse, White, Female, United-States
18, Private, 12th, Never-married, White, Male, United-States
28, Self-emp-not-inc, Bachelors, Never-married, White, Male, United-States
20, Private, HS-grad, Never-married, White, Female, United-States
28, Private, HS-grad, Married-civ-spouse, White, Male, United-States
57, Private, HS-grad, Married-civ-spouse, White, Male, United-States
56, Private, 7th-8th, Married-civ-spouse, White, Male, United-States
33, Private, HS-grad, Married-civ-spouse, White, Male, United-States
19, Private, HS-grad, Never-married, White, Male, United-States
29, Private, HS-grad, Married-civ-spouse, White, Male, United-States
30, Private, Some-college, Never-married, White, Male, Ecuador
53, Local-gov, Bachelors, Divorced, White, Female, United-States
25, Private, 1st-4th, Never-married, White, Female, Guatemala
44, State-gov, HS-grad, Married-civ-spouse, White, Male, United-States
22, Private, Some-college, Married-civ-spouse, White, Male, United-States
40, Private, HS-grad, Divorced, White, Male, United-States
30, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male, Mexico
51, Private, Assoc-voc, Divorced, White, Female, United-States
17, Private, 11th, Never-married, White, Female, United-States
46, Local-gov, Bachelors, Married-civ-spouse, White, Male, United-States
50, State-gov, Some-college, Married-civ-spouse, White, Male, United-States
34, Private, Some-college, Never-married, White, Female, United-States
41, Federal-gov, Bachelors, Married-civ-spouse, White, Male, United-States
32, Private, Bachelors, Never-married, Other, Male, United-States
32, Private, HS-grad, Married-civ-spouse, White, Male, United-States
47, Private, Some-college, Married-civ-spouse, White, Male, United-States
50, Private, Some-college, Married-civ-spouse, White, Male, United-States
77, Private, 7th-8th, Widowed, White, Female, United-States
33, Private, HS-grad, Divorced, White, Male, United-States
47, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, United-States
64, Private, 11th, Married-civ-spouse, White, Male, United-States
34, Private, HS-grad, Married-civ-spouse, White, Male, United-States
34, Local-gov, HS-grad, Never-married, Black, Female, United-States
67, Local-gov, Masters, Never-married, White, Female, United-States
37, Local-gov, HS-grad, Never-married, White, Male, United-States
34, Private, Bachelors, Married-civ-spouse, White, Male, United-States
50, Self-emp-not-inc, Doctorate, Divorced, White, Male, United-States
60, Private, Bachelors, Married-civ-spouse, White, Male, United-States
46, Local-gov, Bachelors, Divorced, White, Female, United-States
44, Private, Bachelors, Married-civ-spouse, White, Male, United-States
43, Private, HS-grad, Married-civ-spouse, White, Female, Poland
48, Private, Masters, Married-civ-spouse, White, Male, El-Salvador
36, Private, HS-grad, Never-married, White, Female, Nicaragua
48, Private, Some-college, Never-married, White, Female, United-States
37, Private, Some-college, Married-civ-spouse, White, Male, United-States
51, Private, Masters, Married-civ-spouse, White, Male, United-States
52, Private, Masters, Married-civ-spouse, White, Male, United-States
27, Private, 5th-6th, Never-married, Asian-Pac-Islander, Female, Vietnam
43, Local-gov, Masters, Married-civ-spouse, White, Male, United-States
23, Private, HS-grad, Never-married, Black, Male, United-States
66, Private, Assoc-acdm, Married-civ-spouse, White, Male, Yugoslavia
37, Self-emp-not-inc, 10th, Married-civ-spouse, White, Female, United-States
35, Private, Some-college, Never-married, White, Female, United-States
42, Local-gov, Bachelors, Married-civ-spouse, White, Male, United-States
49, Private, 10th, Never-married, White, Female, Peru
51, Local-gov, Bachelors, Married-civ-spouse, White, Female, United-States
71, Federal-gov, HS-grad, Widowed, White, Male, United-States
50, Local-gov, Masters, Married-civ-spouse, White, Female, United-States
